name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preferences
Timothy Smith,M,155841527,2003-04-16,Senior,School of Communication and Information,0,1,['WS' 'BH' 'TS'],Traditional Residence Hall,1,1,1,6000-8000,7000,[197496762]
Evan Armstrong,M,670061562,2002-06-07,Sophomore,Mason Gross School of the Arts,0,0,['TS' 'NCA' 'BS'],Suite,1,1,1,4000-6000,6000,"[900753880, 151358482]"
Sheri Bishop,F,356029437,2003-06-19,Freshman,Rutgers Business School–Newark and New Brunswick,1,0,['WS' 'MS' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[670249107]
Kelsey Mosley,F,380908547,2006-01-06,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'TS' 'BH'],Suite,1,0,1,6000-8000,8000,"[485208273, 805012553]"
Sarah Smith,F,239866884,2001-05-26,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'AH' 'BH'],Apartment,1,1,1,6000-8000,8000,"[913146469, 236293732]"
Jason Smith,M,593310726,2005-05-13,Freshman,School of Management and Labor Relations,0,0,['MS' 'BS' 'AH'],Suite,1,1,1,6000-8000,8000,"[625022112, 126167101]"
David Morales,M,943608838,2006-01-30,Senior,School of Arts and Sciences,0,0,['MRS' 'BS' 'MS'],Suite,1,1,1,4000-6000,6000,[836775078]
Juan Holder MD,M,154440712,2003-07-07,Freshman,School of Arts and Sciences,0,0,['CS' 'TS' 'BS'],Suite,1,1,1,4000-6000,6000,"[736880358, 435113718]"
Michael Gonzales,M,658240521,2002-08-19,Sophomore,School of Arts and Sciences,0,1,['NCA' 'TS' 'MS'],Suite,1,1,1,8000-11000,10000,"[207053308, 161617708]"
David Bryant,M,940848137,2002-12-06,Freshman,School of Communication and Information,0,1,['BS' 'CS' 'MRS'],Traditional Residence Hall,1,1,1,8000-11000,10000,"[509341000, 913074753]"
Charles Rivers,M,609817609,2001-11-19,Junior,School of Communication and Information,0,0,['BS' 'JS' 'TS'],Apartment,1,1,1,6000-8000,8000,"[576839866, 737707510]"
Julie Thornton,F,101864462,2001-08-12,Sophomore,School of Arts and Sciences,0,0,['WS' 'CS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[361230131, 351864228]"
Brenda Gonzales,F,308769809,2002-02-01,Freshman,School of Environmental and Biological Sciences,0,0,['MS' 'MRS' 'AH'],Apartment,1,1,1,8000-11000,11000,[844213708]
Michael Bryant,M,646444050,2002-05-20,Junior,Mason Gross School of the Arts,0,0,['JS' 'WS' 'MZH'],Apartment,1,1,1,6000-8000,8000,[408863245]
Michael Adams,M,867857431,2002-10-29,Senior,School of Arts and Sciences,0,0,['RA' 'MH' 'CS'],Traditional Residence Hall,1,1,1,6000-8000,8000,[415860244]
Alyssa Gonzalez,F,708506649,2003-03-08,Freshman,School of Communication and Information,0,0,['TS' 'BS' 'WS'],Suite,1,1,1,6000-8000,8000,"[769442608, 794333992]"
Tiffany Turner,F,223990812,2002-05-11,Sophomore,School of Arts and Sciences,0,0,['JS' 'CS' 'RA'],Suite,1,1,1,8000-11000,11000,"[660472797, 841379815]"
Chelsea Fisher,F,659461150,2001-12-27,Freshman,School of Environmental and Biological Sciences,0,1,['NCA' 'SA' 'WS'],Suite,1,1,1,4000-6000,5000,"[450970786, 675524259]"
Andre Sutton,M,559051807,2005-10-10,Freshman,School of Arts and Sciences,0,0,['NCA' 'WS' 'CS'],Suite,1,1,1,4000-6000,6000,[178151694]
Matthew Miller,M,217920544,2005-03-16,Freshman,School of Engineering,0,0,['JS' 'NCA' 'SA'],Apartment,1,0,1,4000-6000,6000,"[316645810, 463962335]"
Ms. Karen Thompson,F,722056225,2002-09-29,Sophomore,School of Arts and Sciences,0,1,['NCA' 'RA' 'JS'],Suite,1,1,1,4000-6000,5000,[625635794]
Keith Smith,M,217560097,2004-03-16,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['MH' 'JS' 'NCA'],Suite,1,1,1,6000-8000,7000,"[618149778, 966070184]"
Rose Hoffman,F,241955876,2000-11-29,Senior,School of Communication and Information,0,1,['RA' 'BH' 'AH'],Traditional Residence Hall,1,1,1,4000-6000,5000,[756985552]
Michael Watkins,M,376067109,2002-09-24,Junior,School of Arts and Sciences,0,1,['BS' 'WS' 'MRS'],Traditional Residence Hall,1,1,1,8000-11000,10000,"[625256482, 944564361]"
Kelly Robbins,F,672445479,2004-10-20,Junior,School of Environmental and Biological Sciences,0,0,['AH' 'NCA' 'JS'],Suite,1,1,1,4000-6000,6000,"[562620228, 231728391]"
Amber Simpson,F,277951528,2006-04-28,Freshman,School of Environmental and Biological Sciences,0,0,['JS' 'CS' 'SA'],Suite,1,1,1,4000-6000,6000,"[467938936, 541311557]"
Jennifer Frost,F,739529769,2003-11-18,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'MZH' 'NCA'],Apartment,1,1,1,8000-11000,10000,[652412573]
Marcus Moreno,M,313496617,2001-11-14,Senior,School of Communication and Information,0,1,['AH' 'TS' 'MRS'],Suite,1,1,1,8000-11000,10000,"[846400948, 548799320]"
Charles Nash,M,552490024,2004-05-25,Junior,School of Social Work,0,0,['CS' 'BS' 'MZH'],Suite,1,1,1,4000-6000,6000,"[432016076, 286335794]"
Melanie Henderson,F,894333999,2001-10-19,Freshman,School of Arts and Sciences,0,0,['TS' 'BS' 'JS'],Suite,1,1,1,4000-6000,6000,[436023227]
Ryan Lopez PhD,M,842716210,2004-05-16,Junior,School of Management and Labor Relations,0,0,['MRS' 'TS' 'BS'],Suite,1,1,1,8000-11000,11000,"[552547888, 144474467]"
Kara Palmer,F,410874931,2003-11-14,Sophomore,School of Management and Labor Relations,0,0,['NCA' 'BS' 'MS'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[183277467, 896913656]"
Tina Park,F,983766069,2000-11-20,Junior,School of Arts and Sciences,0,0,['AH' 'RA' 'WS'],Suite,1,1,1,8000-11000,11000,[375212928]
Ann Smith,F,284767287,2000-11-04,Freshman,School of Communication and Information,0,0,['AH' 'MS' 'RA'],Apartment,1,1,1,4000-6000,6000,"[465061378, 891371574]"
Joshua Ruiz,M,836703287,2003-04-11,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['JS' 'SA' 'MZH'],Apartment,1,1,1,4000-6000,5000,[267797166]
Christine Martin,F,809522234,2005-08-03,Junior,School of Arts and Sciences,0,0,['AH' 'RA' 'CS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[624652191, 230428985]"
Richard Aguilar,M,328479804,2006-08-16,Junior,School of Arts and Sciences,0,0,['MRS' 'WS' 'BS'],Suite,1,0,1,8000-11000,11000,"[708789405, 363394320]"
James Collins,M,588215358,2003-11-08,Freshman,School of Management and Labor Relations,0,0,['MRS' 'MZH' 'BH'],Apartment,1,1,0,4000-6000,6000,[432122923]
Jordan Hayes,F,358298687,2002-05-12,Junior,School of Engineering,0,0,['BH' 'MS' 'SA'],Apartment,1,1,0,4000-6000,6000,"[504226410, 583966869]"
Kimberly Vargas,F,418378818,2003-03-28,Sophomore,School of Arts and Sciences,0,0,['RA' 'MZH' 'BS'],Suite,1,1,1,8000-11000,11000,"[440207429, 741296752]"
Kristen Alexander,F,102028357,2003-10-03,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'WS' 'MH'],Apartment,1,0,1,6000-8000,8000,"[866951817, 742654827]"
Michael Gonzalez,M,475780165,2002-07-27,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'JS'],Suite,1,1,1,4000-6000,5000,[647869970]
John Chavez,M,646607944,2003-08-29,Freshman,Mason Gross School of the Arts,0,1,['AH' 'NCA' 'WS'],Suite,1,1,1,4000-6000,5000,"[541749205, 212748040]"
Robert Cross,M,668251209,2004-05-16,Freshman,School of Engineering,0,1,['RA' 'JS' 'AH'],Apartment,1,1,1,4000-6000,5000,[145029054]
Megan Osborne,F,265352267,2001-09-11,Senior,School of Management and Labor Relations,0,0,['JS' 'RA' 'BS'],Suite,1,1,1,6000-8000,8000,"[701345612, 430276851]"
Joshua Mays,M,974222416,2001-05-10,Freshman,School of Arts and Sciences,0,0,['MZH' 'WS' 'MRS'],Apartment,1,1,1,4000-6000,6000,"[306823367, 980478632]"
Benjamin Jones,M,789836882,2005-03-26,Freshman,School of Communication and Information,0,0,['AH' 'BS' 'MZH'],Traditional Residence Hall,1,0,1,8000-11000,11000,"[806937484, 808129861]"
Mr. Keith Mitchell,M,663622739,2004-09-10,Sophomore,School of Arts and Sciences,0,0,['TS' 'WS' 'SA'],Suite,1,1,1,4000-6000,6000,"[258152063, 854913800]"
Catherine Williams,F,613610579,2003-03-06,Senior,School of Arts and Sciences,0,0,['TS' 'RA' 'MH'],Apartment,1,1,1,4000-6000,6000,"[886436742, 201004004]"
Paula Atkinson,F,784823381,2003-02-12,Sophomore,School of Arts and Sciences,0,1,['MRS' 'SA' 'MZH'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[458361334, 839347278]"
Amanda Santos,F,140555346,2002-10-20,Freshman,School of Arts and Sciences,0,0,['MS' 'BS' 'RA'],Apartment,1,0,1,4000-6000,6000,"[954127685, 431671375]"
Ann Peterson,F,190346329,2005-03-10,Senior,School of Arts and Sciences,0,0,['TS' 'RA' 'BS'],Suite,1,1,1,6000-8000,8000,"[450908907, 367952367]"
Jennifer Harris,F,419239004,2001-12-20,Freshman,School of Management and Labor Relations,0,1,['CS' 'BS' 'MZH'],Apartment,1,1,1,8000-11000,10000,"[824880151, 818480233]"
Michael Wilson,M,589149277,2000-11-23,Freshman,School of Social Work,0,1,['MH' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,6000-8000,7000,"[598663787, 766300568]"
Robert Scott,M,124712031,2005-05-26,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['JS' 'MH' 'BS'],Suite,1,1,1,8000-11000,11000,"[160334348, 308216680]"
Nicholas Velazquez,M,803058784,2006-01-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['WS' 'RA' 'SA'],Apartment,1,1,1,4000-6000,5000,[689999509]
Susan Duke,F,616043616,2003-04-09,Freshman,School of Arts and Sciences,0,0,['WS' 'MRS' 'TS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[166849299, 808462729]"
Alexa Mills,F,995644511,2005-06-01,Junior,School of Communication and Information,0,1,['BS' 'WS' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,5000,[820896041]
Jason Collins,M,385963107,2006-02-21,Sophomore,School of Management and Labor Relations,0,0,['JS' 'RA' 'AH'],Apartment,1,1,1,8000-11000,11000,"[626224981, 213445637]"
Cory Duke,M,463844452,2006-09-19,Freshman,School of Arts and Sciences,0,1,['BS' 'AH' 'MRS'],Traditional Residence Hall,1,0,1,6000-8000,7000,"[269223440, 913355406]"
Tammy Allen,F,574321768,2004-08-03,Freshman,School of Environmental and Biological Sciences,1,1,['CS' 'AH' 'TS'],Apartment,1,1,1,8000-11000,10000,"[796208655, 229094827]"
Paul Williams,M,138843240,2001-12-23,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['WS' 'NCA' 'CS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[176269572, 221888748]"
Mr. Chase Lin,M,571004009,2001-04-06,Freshman,School of Arts and Sciences,0,1,['SA' 'AH' 'MS'],Apartment,1,1,1,8000-11000,10000,[107416519]
Tyler Berry,M,170636402,2002-08-21,Sophomore,School of Communication and Information,0,1,['BS' 'CS' 'SA'],Suite,1,1,1,4000-6000,5000,"[601171383, 231695273]"
Patrick Ritter,M,169792632,2003-08-04,Sophomore,School of Arts and Sciences,0,0,['BH' 'CS' 'SA'],Apartment,1,1,1,4000-6000,6000,"[652412573, 739529769]"
Sarah Sullivan,F,291198074,2000-12-30,Sophomore,School of Communication and Information,0,1,['TS' 'NCA' 'BS'],Apartment,1,1,1,8000-11000,10000,[938936478]
Chase Wright,M,787420282,2001-08-19,Junior,School of Management and Labor Relations,0,0,['SA' 'MRS' 'JS'],Apartment,1,1,1,8000-11000,11000,[840355584]
Karen Miller,F,456479867,2003-02-27,Freshman,School of Communication and Information,0,1,['BS' 'WS' 'AH'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[624473561, 448221156]"
Lori Cooper,F,910005373,2002-09-13,Sophomore,School of Arts and Sciences,1,0,['NCA' 'AH' 'BS'],Suite,1,1,1,4000-6000,6000,"[878447774, 455715002]"
Jessica Robinson,F,169833597,2005-01-25,Sophomore,School of Social Work,0,0,['MRS' 'MS' 'MZH'],Suite,1,1,1,6000-8000,8000,[362938743]
David Jackson,M,559649918,2002-09-07,Freshman,School of Arts and Sciences,0,1,['SA' 'AH' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,10000,[135889860]
Brian Perez,M,598914176,2006-10-10,Sophomore,School of Management and Labor Relations,0,0,['BS' 'MS' 'MRS'],Suite,1,1,1,4000-6000,6000,[514010182]
Christine Wilson,F,306427008,2003-01-10,Freshman,School of Arts and Sciences,0,1,['MH' 'BS' 'SA'],Apartment,1,1,1,4000-6000,5000,[280109145]
Raymond Williams,M,162370690,2004-11-11,Sophomore,School of Arts and Sciences,0,0,['MRS' 'SA' 'BS'],Apartment,1,1,1,6000-8000,8000,"[864752311, 834679086]"
Derrick Rodriguez,M,876082307,2006-01-19,Freshman,School of Arts and Sciences,0,1,['SA' 'BS' 'MS'],Suite,1,1,1,6000-8000,7000,[504100685]
Michelle Thompson,F,116921470,2004-03-18,Sophomore,School of Communication and Information,0,0,['MZH' 'BS' 'MS'],Apartment,1,1,1,6000-8000,8000,"[729634404, 902124882]"
Lori Chapman,F,351917191,2005-04-03,Freshman,School of Arts and Sciences,0,0,['BH' 'SA' 'NCA'],Suite,1,1,1,4000-6000,6000,"[956276889, 286133665]"
Michael Alexander II,M,921326727,2004-10-08,Junior,School of Engineering,0,1,['RA' 'NCA' 'SA'],Apartment,1,1,1,4000-6000,5000,"[869510163, 355811845]"
Michael Guzman,M,588592265,2005-10-03,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BH' 'MZH'],Apartment,1,1,1,6000-8000,8000,[431023082]
Sonya Graham,F,774919307,2004-02-07,Sophomore,School of Arts and Sciences,0,0,['TS' 'RA' 'NCA'],Apartment,1,0,1,4000-6000,6000,[671126686]
Angela Jarvis,F,895120525,2001-05-28,Sophomore,School of Arts and Sciences,1,1,['BS' 'RA' 'MS'],Suite,1,1,1,6000-8000,7000,"[196252498, 124037084]"
Lisa Hernandez,F,123409549,2003-08-08,Freshman,School of Engineering,0,1,['MRS' 'NCA' 'SA'],Apartment,1,1,1,4000-6000,5000,"[852023193, 284481283]"
Amber Lamb,F,784176273,2004-06-21,Senior,School of Arts and Sciences,0,0,['WS' 'MH' 'SA'],Suite,1,1,0,4000-6000,6000,[828047848]
Andrew Freeman,M,917312659,2004-10-28,Sophomore,School of Arts and Sciences,0,0,['RA' 'MZH' 'BS'],Suite,1,1,1,4000-6000,6000,"[980214204, 115230703]"
Lisa Franklin,F,625177750,2001-05-01,Sophomore,School of Arts and Sciences,0,0,['MS' 'RA' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[890642956, 658498850]"
Nicole Johnson,F,784463000,2001-12-16,Sophomore,School of Arts and Sciences,0,1,['RA' 'CS' 'TS'],Suite,1,1,1,6000-8000,7000,[493456164]
Richard Wilson,M,444036251,2004-03-09,Sophomore,School of Arts and Sciences,0,0,['JS' 'TS' 'MH'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[320030325, 905800079]"
Sean Gomez,M,508499100,2002-03-31,Junior,School of Arts and Sciences,0,1,['AH' 'WS' 'NCA'],Suite,1,1,1,8000-11000,10000,[531494667]
Kimberly Chapman,F,826356893,2000-12-21,Sophomore,School of Arts and Sciences,0,1,['NCA' 'AH' 'JS'],Suite,1,1,1,6000-8000,7000,[812519367]
Matthew Phillips,M,671126686,2002-11-21,Freshman,Mason Gross School of the Arts,0,0,['RA' 'BS' 'SA'],Apartment,1,1,1,8000-11000,11000,"[937775739, 774919307]"
David Mcfarland,M,625022112,2005-02-03,Sophomore,School of Arts and Sciences,0,0,['WS' 'BH' 'MS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[593310726, 126167101]"
Lisa Moody,F,183956643,2001-09-13,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['TS' 'WS' 'BH'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[416018801, 418506984]"
Erika Brandt,F,594760869,2000-12-08,Freshman,School of Arts and Sciences,0,0,['TS' 'BS' 'MRS'],Suite,1,0,1,4000-6000,6000,"[570019958, 349291627]"
Christian Lewis,M,406656166,2005-07-19,Senior,School of Arts and Sciences,0,1,['NCA' 'BS' 'MH'],Traditional Residence Hall,1,0,1,4000-6000,5000,[794757551]
Mark Harper,M,781358248,2002-11-19,Junior,School of Environmental and Biological Sciences,0,1,['MZH' 'AH' 'MRS'],Apartment,1,1,1,8000-11000,10000,[214477944]
Dr. Lisa Bentley,F,905647273,2002-01-07,Freshman,School of Engineering,0,1,['MS' 'MH' 'TS'],Apartment,1,1,1,8000-11000,10000,"[874005479, 934766017]"
Frances Wyatt,F,216036524,2003-09-25,Freshman,School of Social Work,0,0,['RA' 'NCA' 'MH'],Apartment,1,1,1,4000-6000,6000,"[470123816, 543531121]"
Terri Hanson,F,217003181,2003-01-17,Junior,School of Arts and Sciences,1,1,['SA' 'MS' 'RA'],Apartment,1,1,1,4000-6000,5000,"[105923002, 226723968]"
Michael Jacobs,M,772674736,2004-06-18,Freshman,School of Social Work,0,0,['TS' 'AH' 'MS'],Suite,1,0,1,8000-11000,11000,[466252206]
Denise Morrison,F,537261233,2004-07-16,Freshman,School of Arts and Sciences,0,1,['MRS' 'CS' 'MS'],Suite,1,1,1,8000-11000,10000,"[961701965, 921778032]"
Brittney Rasmussen,F,636941490,2005-10-09,Sophomore,School of Arts and Sciences,0,0,['MZH' 'BS' 'WS'],Suite,1,1,1,8000-11000,11000,"[198399669, 141034621]"
Andrew Heath,M,243913907,2001-07-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'AH' 'NCA'],Suite,1,0,1,6000-8000,8000,[520204719]
Jose Leon,M,110433460,2003-09-12,Sophomore,School of Arts and Sciences,0,1,['SA' 'TS' 'CS'],Suite,1,1,0,8000-11000,10000,"[922043957, 835840984]"
Neil Burgess,M,789525685,2005-11-25,Senior,School of Arts and Sciences,0,1,['SA' 'NCA' 'BS'],Apartment,1,1,1,8000-11000,10000,"[722465003, 887542714]"
Justin Gomez,M,908031156,2004-04-02,Sophomore,School of Engineering,0,0,['MH' 'MRS' 'AH'],Apartment,1,0,1,8000-11000,11000,"[739455600, 469655600]"
Frank White,M,665883829,2002-10-29,Freshman,School of Engineering,0,1,['SA' 'RA' 'BH'],Apartment,1,1,1,8000-11000,10000,"[525536206, 334152742]"
Karen Robinson,F,110384310,2002-08-24,Freshman,School of Communication and Information,0,0,['NCA' 'CS' 'JS'],Suite,1,1,1,8000-11000,11000,"[693816081, 475841065]"
Daniel Mejia,M,955069625,2001-08-05,Freshman,Mason Gross School of the Arts,0,0,['MS' 'AH' 'MZH'],Suite,1,1,1,4000-6000,6000,[946172294]
Kristy Moreno,F,918099134,2002-08-14,Senior,School of Arts and Sciences,0,1,['AH' 'MRS' 'JS'],Apartment,1,0,1,6000-8000,7000,"[114824434, 409987769]"
Gerald Williams,M,611325119,2001-09-30,Freshman,School of Arts and Sciences,0,0,['BS' 'TS' 'SA'],Apartment,1,0,1,4000-6000,6000,[974091813]
Kathleen Dorsey,F,409564351,2004-06-08,Sophomore,Mason Gross School of the Arts,0,0,['MH' 'NCA' 'CS'],Suite,1,1,1,8000-11000,11000,"[463014681, 841049607]"
Mikayla Hutchinson,F,902436031,2002-10-04,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'MZH' 'AH'],Apartment,1,1,1,4000-6000,5000,"[582160913, 409211532]"
Jeanne Wilson,F,243831998,2002-10-29,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'SA' 'TS'],Suite,1,1,1,8000-11000,11000,[952389134]
Crystal Burton,F,966849736,2004-07-10,Freshman,School of Arts and Sciences,0,1,['NCA' 'RA' 'MZH'],Suite,1,1,1,4000-6000,5000,"[980879381, 923356001]"
Allison Ingram,F,636114121,2003-01-10,Sophomore,School of Arts and Sciences,1,0,['TS' 'SA' 'BS'],Apartment,1,1,1,6000-8000,8000,"[792249305, 253971056]"
Mark Collier,M,147879114,2001-04-28,Sophomore,School of Communication and Information,0,1,['SA' 'WS' 'RA'],Apartment,1,1,1,8000-11000,10000,"[779264065, 388009361]"
Scott Jones,M,844977359,2001-05-30,Junior,School of Arts and Sciences,1,1,['MH' 'TS' 'WS'],Suite,1,1,1,8000-11000,10000,[219885249]
Brandon Thomas,M,863163600,2004-01-01,Freshman,School of Communication and Information,0,1,['BS' 'WS' 'JS'],Traditional Residence Hall,1,1,1,8000-11000,10000,[203921075]
Patrick Garcia,M,207025361,2004-03-24,Junior,School of Management and Labor Relations,0,0,['MZH' 'JS' 'BS'],Apartment,1,1,1,8000-11000,11000,[407515776]
Alicia Foster,F,195024082,2003-03-30,Freshman,School of Communication and Information,0,0,['RA' 'SA' 'JS'],Suite,1,1,1,4000-6000,6000,"[242655935, 979151956]"
Brett Christensen,M,499545295,2004-08-11,Sophomore,School of Engineering,0,0,['SA' 'MH' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[139350564, 173729397]"
Stephanie Mitchell,F,630682833,2002-09-30,Freshman,School of Arts and Sciences,0,0,['NCA' 'MH' 'AH'],Suite,1,1,1,4000-6000,6000,[651974551]
Danielle Rowe,F,263124183,2006-09-06,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'BS' 'JS'],Apartment,1,1,1,4000-6000,6000,[942679876]
Kenneth White,M,665785561,2004-12-18,Freshman,School of Arts and Sciences,0,0,['JS' 'WS' 'NCA'],Apartment,1,1,1,8000-11000,11000,"[323938521, 672637025]"
Amy Fernandez,F,589673690,2004-11-28,Junior,School of Arts and Sciences,0,0,['MH' 'BS' 'NCA'],Suite,1,1,1,8000-11000,11000,[393515089]
Julian Brown,M,576247003,2002-11-06,Freshman,School of Management and Labor Relations,0,0,['SA' 'BS' 'BH'],Suite,1,1,1,4000-6000,6000,[319648370]
Robert Hopkins,M,908612828,2000-10-12,Junior,Mason Gross School of the Arts,0,1,['CS' 'SA' 'RA'],Suite,1,1,1,4000-6000,5000,"[447007739, 333079132]"
Jennifer Nelson,F,143406302,2004-04-01,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'JS' 'SA'],Apartment,1,1,1,4000-6000,6000,"[607759705, 372269066]"
Shannon Stevens,F,953619679,2004-05-28,Sophomore,School of Arts and Sciences,0,1,['MH' 'MRS' 'TS'],Suite,1,1,0,4000-6000,5000,"[893887696, 710133083]"
Rachel Garcia,F,351630560,2002-04-19,Freshman,School of Management and Labor Relations,0,0,['NCA' 'MRS' 'WS'],Apartment,1,1,1,4000-6000,6000,[702865437]
Jeffrey Burnett,M,828495071,2002-07-18,Sophomore,School of Communication and Information,0,0,['JS' 'AH' 'MRS'],Suite,1,1,1,6000-8000,8000,[410496650]
Rodney Williams,M,291542238,2003-03-25,Freshman,School of Arts and Sciences,0,0,['AH' 'SA' 'RA'],Apartment,1,1,1,6000-8000,8000,[650683744]
Steven Boyle,M,333124835,2006-03-18,Sophomore,School of Arts and Sciences,0,1,['WS' 'TS' 'AH'],Apartment,1,1,1,8000-11000,10000,"[421397520, 188466585]"
Natalie Baker,F,168867044,2005-03-21,Freshman,School of Arts and Sciences,0,1,['MRS' 'MZH' 'NCA'],Apartment,1,1,1,8000-11000,10000,"[391131058, 273665842]"
John Ruiz,M,180974821,2004-08-07,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'TS' 'MZH'],Suite,1,1,1,4000-6000,6000,"[514115061, 382129777]"
Travis Brown Jr.,M,572667110,2005-09-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'SA' 'WS'],Apartment,1,1,1,4000-6000,6000,[896820845]
Steven Allen,M,908350695,2006-05-24,Freshman,School of Engineering,0,0,['CS' 'TS' 'WS'],Apartment,1,1,0,4000-6000,6000,"[875237114, 569496065]"
Amy Johnson,F,549065960,2005-01-13,Sophomore,School of Arts and Sciences,0,0,['BS' 'AH' 'NCA'],Apartment,1,1,1,4000-6000,6000,"[881617958, 390652927]"
Maria Jackson,F,296793321,2002-05-10,Junior,Mason Gross School of the Arts,1,0,['SA' 'NCA' 'MRS'],Apartment,1,1,1,4000-6000,6000,"[224954310, 261432691]"
Emily Parrish,F,265065706,2003-09-30,Freshman,School of Engineering,0,0,['RA' 'NCA' 'CS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[270639725, 164071407]"
Austin Pineda,M,612447464,2006-05-28,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'AH' 'NCA'],Apartment,1,0,1,6000-8000,8000,"[170413214, 282976530]"
Blake Mullins,M,637613292,2001-07-10,Sophomore,School of Social Work,0,0,['RA' 'MS' 'BS'],Apartment,1,1,1,4000-6000,6000,"[220999011, 668514068]"
Karen Ward,F,403281130,2002-07-28,Sophomore,School of Communication and Information,0,0,['NCA' 'MS' 'BS'],Apartment,1,1,1,4000-6000,6000,"[240453727, 528152002]"
Alexander Miller,M,865916146,2001-11-26,Freshman,School of Communication and Information,0,0,['BS' 'JS' 'TS'],Suite,1,1,1,4000-6000,6000,"[768295136, 226871722]"
David Meyer,M,114824434,2004-09-18,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'SA' 'JS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[918099134, 409987769]"
Albert Watson,M,793965812,2001-04-01,Sophomore,School of Arts and Sciences,0,1,['MH' 'CS' 'NCA'],Suite,1,1,1,8000-11000,10000,[340115976]
Scott Dawson,M,276583666,2006-09-17,Senior,Mason Gross School of the Arts,1,1,['MRS' 'SA' 'BS'],Suite,1,1,1,8000-11000,10000,[554331514]
Rachel Norton,F,144127222,2001-03-29,Freshman,School of Engineering,0,0,['JS' 'BS' 'MZH'],Apartment,1,1,0,4000-6000,6000,"[124299749, 554418870]"
David Watson,M,534050037,2003-03-01,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'SA' 'MZH'],Suite,1,0,1,8000-11000,11000,"[306198456, 409654931]"
Julie Davis,F,427037942,2004-08-09,Sophomore,School of Management and Labor Relations,0,0,['BS' 'TS' 'MH'],Apartment,1,1,1,6000-8000,8000,[560836337]
Ray Rodriguez,M,487421177,2006-03-21,Freshman,School of Management and Labor Relations,0,0,['NCA' 'MRS' 'RA'],Apartment,1,1,1,8000-11000,11000,[414918861]
Andrew Meyer,M,482202866,2001-01-06,Sophomore,School of Engineering,0,1,['CS' 'NCA' 'TS'],Suite,1,1,1,4000-6000,5000,"[429113741, 912763557]"
Dana Hudson,F,874616059,2001-09-22,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['SA' 'MRS' 'MH'],Apartment,1,1,1,8000-11000,10000,[557281296]
Lori Shelton,F,387347711,2004-12-23,Junior,School of Arts and Sciences,0,0,['SA' 'AH' 'NCA'],Apartment,1,1,1,6000-8000,8000,"[949792815, 916703849]"
Megan Montoya,F,876238080,2006-06-02,Junior,School of Management and Labor Relations,1,0,['BS' 'SA' 'BH'],Apartment,1,1,1,8000-11000,11000,[151308045]
